Landmark,Y
5,0.468628049
6,0.389106184
7,0.348169059
8,0.318854988
9,0.480243266
10,0.412871391
11,0.418174118
12,0.428530216
13,0.494944692
14,0.442972422
15,0.463351101
16,0.482512385
17,0.510195076
18,0.481463373
19,0.496442407
20,0.512446523
